,MUNICIPIO,CLAVE_CT,RESPONSABLE,TURNO,NOMBRE_CT,DIRECTOR,NIVEL,MATRICULA,DOCENTE,GRUPOS,AULAS_EXISTENTES,AULAS_USO,INVERSION_TIEMPO_COMPLETO_2014,INVERSION_TIEMPO_COMPLETO_2015,INVERSION_AULAS_INTERACTIVAS_2015,INVERSION_AULAS_INTERACTIVAS_2014,INVERSION_AULAS_INTERACTIVAS_2013,INVERSION_AULAS_PROVISIONALES_2013,INVERSION_AULAS_PROVISIONALES_2014,INVERSION_AULAS_PROVISIONALES_2015,INVERSION_PEC_2013,INVERSION_PEC_2014,INVERSION_MOBILIARIO,INVERSION_EXCELENCIA_2014,INVERSION_PES_2013,INVERSION_PES_2014,INVERSION_CONIBA_2013,INVERSION_ESCUELA_DIGNA_2013,INVERSION_FONDEN_2013,INVERSION_PROGRAMA_SANA_2013,INVERSION_CONIBA_2014,INVERSION_ESCUELAS_DE_TIEMPO_COMPLETO_2014,INVERSION_ESCUELA_DIGNA_2014,INVERSION_FAEB_2014,INVERSION_FONDEN_2014,INVERSION_INFRAESTRUCTURA_EDUCATIVA_ESTATAL_2014_(RECURSO_2013),INVERSION_PROGRAMA_ESCUELAS_DE_EXCELENCIA_2014,INVERSION_PROGRAMA_SANA_2014,INVERSION_PROGRAMA_CONIBA_2015,INVERSION_ESCUELAS_DE_TIEMPO_COMPLETO_2015_(RECURSO_2014),INVERSION_PROGRAMA_ESCUELA_DIGNA_2015,INVERSION_FAEB_2015,INVERSION_FONDEN_2015,INVERSION_INFRAESTRUCTURA_EDUCATIVA_ESTATAL_2015_(RECURSO_2013),INVERSION_PROGRAMA_ESCUELAS_DE_EXCELENCIA_2015_(RECURSO_2014),INVERSION_PROGRAMA_SANA_2015,OTROS_PROGRAMAS,BENEFICIARIOS_ALIMENTOS_DIF_2014_digit,BENEFICIARIOS_ALIMENTOS_DIF_2014_alimento,AULAS_INTERACTIVAS_OBSERVACION_instalado,AULAS_INTERACTIVAS_OBSERVACION_en_proceso,AULAS_PROVISIONALES_OBSERVACION_aulas,AULAS_PROVISIONALES_OBSERVACION_sustituir_uso_educ,AULAS_PROVISIONALES_OBSERVACION_otro_uso,AULAS_PROVISIONALES_OBSERVACION_sust_2013,AULAS_PROVISIONALES_OBSERVACION_sust_2014,AULAS_PROVISIONALES_OBSERVACION_sust_2015,CONECTIVIDAD_mbs,OBSERVACION_PEC2013_processed,OBSERVACION_PEC2014_processed,OBSERVACION_MOBILIARIO_PIEZAS_processed,OBSERVACION_MOBILIARIO_ALUMNOS_processed,OBSERVACION_MOBILIARIO_MATRICULA_processed,NOM_TURNO,DOMICILIO,LOCALIDAD_INEGI,NOMBRE_LOCALIDAD,COLONIA,NOMBRE_COLONIA,MUNICIPIO_CLAVE_INEGI,NOMBRE_MUNICIPIO,SOSTENIMIENTO,PROGRAMA,DESERCIiN_INTRACURRICULAR,REPROBACIiN,REPROBACIiN__CON_REGULARIZADOS,EFICIENCIA_TERMINAL,HOMBRES_1!,MUJERES_1!,TOTAL_1!,HOMBRES_2!,MUJERES_2!,TOTAL_2!,HOMBRES_3!,MUJERES_3!,TOTAL_3!,HOMBRES_4!,MUJERES_4!,TOTAL_4!,HOMBRES_5!,MUJERES_5!,TOTAL_5!,HOMBRES_6!,MUJERES_6!,TOTAL_6!,HOMBRES_TOTAL,MUJERES_TOTAL,MATRICULA_TOTAL,DOCENTES,GRUPOS_genero,DOCENETE_EDUCACION_FISICA,DOCENTE_ACTIVIDADES_ARTISTICAS,DOCENTE_ACTIVIDADES_TECNONOLOGICAS,DOCENTE_DE_IDIOMAS,PERSONAL_DE_ADMINISTRATIVO_Y_SERVICIOS,DIRECTOR_CON_GRUPO,DIRECTOR_SIN_GRUPO,TOTAL_DE_PERSONAL,CLAVE_DE_LA_ESCUELA,ALUMNOS_PROGRAMADOS_PRUEBA,PORCENTAJE_DE_EVALUADOS_LENGUAJE_Y_COMUNICACIAN,PORCENTAJE_DE_EVALUADOS_MATEMATICAS,LA_PRUEBA_ES_REPRESENTATIVA_LEGUAJE_Y_COMUNICACIAN,LA_PRUEBA_ES_REPRESENTATIVA__MATEMATICAS,INFORMACION_POCO_CONFIABLE_LENGUAJE_Y_COMUNICACIAN,INFORMACION_POCO_CONFIABLE_MATEMATICAS,NIVEL_I_LENGUAJE_Y_COMUNICACIAN_(%),NIVEL_II_LENGUAJE_Y_COMUNICACIAN_(%),NIVEL_III_LENGUAJE_Y_COMUNICACIAN_(%),NIVEL_IV_LENGUAJE_Y_COMUNICACIAN_(%),NIVEL_PREDOMINANTE_LENGUAJE_Y_COMUNICACIAN,NIVEL_I_MATEMATICAS_(%),NIVEL_II_MATEMATICAS_(%),NIVEL_III_MATEMATICAS_(%),NIVEL_IV_MATEMATICAS_(%),NIVEL_PREDOMINANTE_MATEMATICAS
0,AHUALULCO DE MERCADO,14EPR0014B,R,MATUTINO,JOSE_MA_MERCADO,MARIA_CONSEPCION_PINZON_RODRIGUEZ,PRIMARIA,289,12,12,12,12,,,,,,,,,,58900.0,349018.43,,,,,,,,,,,,,,,,,,,,,,,,,40.0,CALIENTE,,,,,,,,,2.0,,0.0,0.0,0.0,0.0,MATUTINO,EMILIO_CARRANZA_21,1,AHUALULCO_DE_MERCADO,0,0,3,AHUALULCO_DE_MERCADO,ESTATAL,GENERAL,0.0,0.0,,88.89,20,20,40,29,26,55,30,18,48,27,24,51,24,19,43,23,22,45,153,129,282,12,12,0,0,1,0,1,0,1,15,14EPR0014B,35,100.0,100.0,SI,SI,NO,NO,51.4,37.1,8.6,2.9,I,42.9,25.7,28.6,2.9,I
1,AHUALULCO DE MERCADO,14EPR0347Q,L,VESPERTINO,PATRIA,JESUS_OMAR_CERVANTES_VALDERRAMA,PRIMARIA,72,6,6,12,6,,,,,,,,,60000.0,49000.0,,,,10000.0,,,,,,,,,,,,,,,,,,,,,,30.0,FRIO,,,,,,,,,2.0,0.0,0.0,,,,VESPERTINO,EMILIO_CARRANZA_21,1,AHUALULCO_DE_MERCADO,0,0,3,AHUALULCO_DE_MERCADO,ESTATAL,GENERAL,0.0,0.0,,100.0,0,0,0,8,4,12,8,4,12,8,2,10,4,6,10,8,5,13,36,21,57,5,5,0,0,0,0,0,1,0,5,14EPR0347Q,17,70.6,76.5,SI,SI,SI,SI,25.0,25.0,41.7,8.3,III,46.2,38.5,15.4,,I
2,AHUALULCO DE MERCADO,14EPR1183D,R,MATUTINO,LEONARDO_OLIVA,MARGARITA_OLIVA_HERNANDEZ,PRIMARIA,313,12,12,12,12,,,,,,,,,60000.0,71300.0,369267.14,,,10000.0,,,,,,,,,,,,506607.84,,,,,,,,,,60.0,CALIENTE,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,MATUTINO,EMILIO_CARRANZA_26,1,AHUALULCO_DE_MERCADO,9000,AHUALULCO_DE_MERCADO,3,AHUALULCO_DE_MERCADO,ESTATAL,GENERAL,0.0,0.0,,81.48,42,16,58,34,17,51,34,21,55,35,15,50,33,22,55,26,28,54,204,119,323,12,12,0,0,0,0,2,0,1,15,14EPR1183D,35,97.1,97.1,SI,SI,NO,NO,41.2,50.0,8.8,,II,64.7,23.5,8.8,2.9,I
3,AHUALULCO DE MERCADO,14EPR0388Q,L,VESPERTINO,LUIS_MANUEL_ROJAS_ARRIOLA,GILBERTO_PONCE,PRIMARIA,77,6,6,14,6,,,,,,,,,,49000.0,,,,10000.0,,,,,,,,,,,,,,,,,,,,,,50.0,CALIENTE,,,,,,,,,2.0,,0.0,,,,VESPERTINO,EMILIO_CARRANZA_26,1,AHUALULCO_DE_MERCADO,9000,AHUALULCO_DE_MERCADO,3,AHUALULCO_DE_MERCADO,ESTATAL,GENERAL,0.0,0.0,,100.0,11,12,23,7,4,11,5,5,10,6,10,16,9,10,19,12,12,24,50,53,103,6,6,0,0,0,0,0,1,0,6,14EPR0388Q,17,88.2,94.1,SI,SI,SI,NO,80.0,13.3,6.7,,I,43.8,31.3,18.8,6.3,I
4,AHUALULCO DE MERCADO,14EPR0013C,R,MATUTINO,JOSE_MA_MERCADO,ELVIRA_FIGUEROA_RIVERA,PRIMARIA,183,6,6,6,6,,,,,,,,,40000.0,49000.0,220150.99,,,,,,,,,,,,,,,,,,,,,,,,,50.0,CALIENTE,,,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,MATUTINO,MIGUEL_BRIZUELA_23,1,AHUALULCO_DE_MERCADO,0,0,3,AHUALULCO_DE_MERCADO,ESTATAL,GENERAL,2.25,0.0,,80.65,22,14,36,26,7,33,19,13,32,21,7,28,15,17,32,20,13,33,123,71,194,6,6,1,0,0,0,1,0,1,9,14EPR0013C,25,96.0,96.0,SI,SI,NO,NO,62.5,33.3,,4.2,I,66.7,12.5,16.7,4.2,I
5,AHUALULCO DE MERCADO,14DES0008L,L,VESPERTINO,JOSE_MA_MERCADO,OLGA_MARGARITA_POLANCO_DURAN,SECUNDARIA,230,10,9,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0,,,,,,,2.0,,,,,,VESPERTINO,SEAORA_DE_LOS_DOLORES_40,1,AHUALULCO_DE_MERCADO,0,0,3,AHUALULCO_DE_MERCADO,FEDERALIZADO,GENERAL,3.0,0.0,0.0,80.49,33,29,62,44,45,89,29,38,67,0,0,0,0,0,0,0,0,0,106,112,218,9,9,1,1,0,0,9,0,1,19,14DES0008L,35,88.6,91.4,SI,SI,NO,NO,41.9,45.2,12.9,,II,90.6,6.3,3.1,,I
6,AHUALULCO DE MERCADO,14DES0048M,R,MATUTINO,LUIS_MANUEL_ROJAS,ELOISA_FIGUEROA_AHUMADA,SECUNDARIA,122,10,5,6,5,,,,,250000.0,,,,60000.0,69000.0,111249.2,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,2.0,0.0,0.0,0.0,0.0,0.0,MATUTINO,VIRGINIO_MATA_13,4,EL_CARMEN,0,0,3,AHUALULCO_DE_MERCADO,FEDERALIZADO,GENERAL,0.0,0.0,0.0,89.13,28,22,50,28,16,44,22,17,39,0,0,0,0,0,0,0,0,0,78,55,133,10,5,2,1,1,0,7,0,1,18,14DES0048M,35,100.0,100.0,SI,SI,NO,NO,45.7,42.9,11.4,,I,85.7,14.3,,,I
7,AHUALULCO DE MERCADO,14DPR2725P,R,MATUTINO,JOSE_MA_MORELOS_Y_PAVON,PERLA_IDANIA_GUERRERO_ORTEGA,PRIMARIA,37,2,6,6,2,,,,,,,,,,,50941.92,81150.04,,,,,,,,,,,,,,,,,,,,,416150.0,,,30.0,CALIENTE,,,,,,,,,2.0,,,0.0,0.0,0.0,MATUTINO,J_GUADALUPE_ZUNO_15_1,7,CHAPULIMITA,0,0,3,AHUALULCO_DE_MERCADO,FEDERALIZADO,GENERAL,0.0,0.0,,75.0,0,3,3,5,4,9,5,6,11,2,6,8,6,1,7,1,1,2,19,21,40,2,2,0,0,0,0,0,1,0,2,14DPR2725P,3,66.7,66.7,SI,SI,NO,NO,100.0,,,,I,100.0,,,,I
8,AHUALULCO DE MERCADO,14DTV0535J,R,MATUTINO,CUAUHTEMOC,MA._DEL_CARMEN_VARO_CARRILLO,SECUNDARIA,15,2,3,3,3,,,,,,,,,,,22477.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,0.0,0.0,MATUTINO,MORELOS_15,7,CHAPULIMITA,0,0,3,AHUALULCO_DE_MERCADO,FEDERALIZADO,TELESECUNDARIA,0.0,0.0,0.0,85.71,2,3,5,1,6,7,1,4,5,0,0,0,0,0,0,0,0,0,4,13,17,2,3,0,0,0,0,0,1,0,2,14DTV0535J,6,100.0,100.0,SI,SI,NO,NO,,50.0,50.0,,II,33.3,33.3,33.3,,I
9,AHUALULCO DE MERCADO,14DPR2233C,R,MATUTINO,BENITO_JUAREZ,REFUGIO_ENRIQUE_GOMEZ_QUINTERO,PRIMARIA,13,1,5,1,1,,,,,,,,,,,19853.51,,,,,,,,,,,,,,,,,,,,,,,,,15.0,CALIENTE,,,,,,,,,2.0,,,0.0,0.0,0.0,MATUTINO,INDEPENDENCIA_8,19,LA_MORA,0,0,3,AHUALULCO_DE_MERCADO,FEDERALIZADO,GENERAL,0.0,0.0,,100.0,1,0,1,1,1,2,0,2,2,0,2,2,0,0,0,3,1,4,5,6,11,1,1,0,0,0,0,0,1,0,1,14DPR2233C,3,100.0,100.0,SI,SI,NO,NO,66.7,33.3,,,I,100.0,,,,I
10,AHUALULCO DE MERCADO,14DTV0275N,R,MATUTINO,MARIANO_BARCENAS,ALFREDO_HERNANDEZ_VENEGAS,SECUNDARIA,103,5,5,5,5,,,,,,,,,,,115683.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,0.0,0.0,MATUTINO,MARIANO_BARCENAS_16,28,SANTA_CRUZ_DE_BARCENAS,0,0,3,AHUALULCO_DE_MERCADO,FEDERALIZADO,TELESECUNDARIA,0.0,0.0,0.0,98.04,21,19,40,22,30,52,13,14,27,0,0,0,0,0,0,0,0,0,56,63,119,5,5,0,0,0,0,2,1,0,7,14DTV0275N,35,100.0,100.0,SI,SI,NO,SI,34.3,54.3,8.6,2.9,II,68.6,20.0,11.4,,I
11,AHUALULCO DE MERCADO,14DPR2234B,R,MATUTINO,VALENTIN_GOMEZ_FARIAS,JOSEFINA_REYES_ORTIZ,PRIMARIA,17,1,6,2,2,,,,,,,,,,,24196.61,,,,,,,,,,,,,,,,,,,,,,,,,15.0,CALIENTE,,,,,,,,,2.0,,,0.0,0.0,0.0,MATUTINO,JAVIER_SANTOS_8,31,TEUCHITECO,0,0,3,AHUALULCO_DE_MERCADO,FEDERALIZADO,GENERAL,0.0,0.0,,83.33,3,0,3,1,2,3,0,3,3,1,1,2,1,2,3,1,0,1,7,8,15,1,1,0,0,0,0,0,1,0,1,14DPR2234B,5,100.0,100.0,SI,SI,NO,NO,40.0,60.0,,,II,40.0,60.0,,,II
12,AHUALULCO DE MERCADO,14DTV0204T,R,MATUTINO,MIGUEL_HIDALGO,RAMON_CASTILLO_ROBLES,SECUNDARIA,114,6,6,6,6,,,,,,,,500000.0,,,125074.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,1.0,2.0,,,0.0,0.0,0.0,MATUTINO,NICOLAS_BRAVO_150,38,PORTES_GIL,0,0,3,AHUALULCO_DE_MERCADO,FEDERALIZADO,TELESECUNDARIA,4.44,2.33,2.33,93.48,28,24,52,30,23,53,15,18,33,0,0,0,0,0,0,0,0,0,73,65,138,6,6,0,0,0,0,2,1,0,8,14DTV0204T,35,100.0,100.0,SI,SI,NO,SI,40.0,48.6,5.7,5.7,II,54.3,25.7,14.3,5.7,I
13,AMATITAN,14DST0012Q,R,MATUTINO,ESCUELA_SECUNDARIA_TECNICA_12,JOSE_DE_JESUS_VARGAS_PEAAA,SECUNDARIA,440,15,11,11,11,,,,,550000.0,,,,,,,129901.07,,,2060821.85,,,,,,,,,,,,,,,,,,698629.99,,,,,11.0,0.0,,,,,,,2.0,,,,,,MATUTINO,CARRETERA_A_SANTA_ROSA,1,AMATITAN,0,0,5,AMATITAN,FEDERALIZADO,TECNICA,2.35,0.0,0.0,100.0,78,83,161,70,71,141,81,76,157,0,0,0,0,0,0,0,0,0,229,230,459,16,11,1,1,4,0,12,0,1,29,14DST0012Q,70,100.0,97.1,SI,SI,NO,SI,28.6,48.6,18.6,4.3,II,77.9,20.6,1.5,,I
14,AMATITAN,14DST0012Q,L,VESPERTINO,ESCUELA_SECUNDARIA_TECNICA_12,JOSE_DE_JESUS_VARGAS_PEAAA,SECUNDARIA,341,13,9,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,,,,,,,2.0,,,,,,VESPERTINO,CARRETERA_A_SANTA_ROSA,1,AMATITAN,0,0,5,AMATITAN,FEDERALIZADO,TECNICA,2.13,0.0,0.0,89.29,54,34,88,59,69,128,52,58,110,0,0,0,0,0,0,0,0,0,165,161,326,13,9,0,0,3,0,6,0,1,20,14DST0012Q,70,100.0,98.6,SI,SI,NO,NO,41.4,50.0,8.6,,II,94.2,5.8,,,I
15,AMATITAN,14DPR3030O,R,MATUTINO,GABRIELA_MISTRAL,MARTHA_RODRIGUEZ_ALDANA,PRIMARIA,190,7,7,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,CALIENTE,,,1.0,0.0,1.0,0.0,0.0,0.0,4.0,,,,,,MATUTINO,HUMBERTO_MENESES_52,1,AMATITAN,0,0,5,AMATITAN,FEDERALIZADO,GENERAL,0.0,0.0,,100.0,19,20,39,20,21,41,12,20,32,24,16,40,18,13,31,17,19,36,110,109,219,6,6,0,0,0,0,1,0,1,8,14DPR3030O,35,100.0,100.0,SI,SI,NO,NO,71.4,17.1,11.4,,I,74.3,11.4,8.6,5.7,I
16,AMATITAN,14DPR0247S,R,MATUTINO,SINDICATO_NAL_DE_TRABAJADORES_DE_LA_EDUC,JOSE_GUADALUPE_FLORES_PLASCENCIA,PRIMARIA,243,7,7,7,7,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,MATUTINO,PROLONGACION_ABASOLO_100,1,AMATITAN,9000,AMATITAN,5,AMATITAN,FEDERALIZADO,GENERAL,0.85,2.16,,100.0,19,15,34,10,20,30,20,18,38,19,14,33,29,22,51,17,15,32,114,104,218,7,7,1,0,0,0,1,0,1,10,14DPR0247S,35,94.3,97.1,SI,SI,NO,NO,57.6,33.3,3.0,6.1,I,61.8,26.5,2.9,8.8,I
17,AMATITAN,14DPR0532N,L,VESPERTINO,SINDICATO_NAL_DE_TRABAJADORES_DE_LA_EDUC,JOSE_GUADALUPE_FLORES_PLASCENCIA,PRIMARIA,188,7,7,7,7,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,VESPERTINO,PROLONGACION_ABASOLO_100,1,AMATITAN,9000,AMATITAN,5,AMATITAN,FEDERALIZADO,GENERAL,4.95,1.16,,88.46,15,16,31,11,18,29,14,22,36,18,11,29,13,17,30,11,16,27,82,100,182,6,6,1,0,0,0,1,1,0,8,14DPR0532N,24,91.7,91.7,SI,SI,NO,NO,81.8,9.1,9.1,,I,81.8,9.1,9.1,,I
18,AMATITAN,14DPR2738T,R,MATUTINO,PEDRO_OGAZON,ROSA_ELENA_LIZAOLA_GARCIA,PRIMARIA,50,2,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,CALIENTE,,,,,,,,,,,,,,,MATUTINO,CARRETERA_SANTA_ROSA_KM,3,AGUA_FRIA,0,0,5,AMATITAN,FEDERALIZADO,GENERAL,2.04,4.17,,90.0,6,2,8,2,4,6,3,3,6,4,5,9,3,7,10,2,5,7,20,26,46,2,2,0,0,0,0,0,1,0,2,14DPR2738T,9,88.9,100.0,SI,SI,NO,NO,50.0,50.0,,,I,77.8,11.1,11.1,,I
19,AMATITAN,14DTV0214Z,R,MATUTINO,LAZARO_CARDENAS_DEL_RIO,JOSE_RAYMUNDO_ACOSTA_POLANCO,SECUNDARIA,67,4,4,5,4,,,,,,,,,,33000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,MATUTINO,HIDALGO_20,15,CHOME,0,0,5,AMATITAN,FEDERALIZADO,TELESECUNDARIA,2.99,0.0,0.0,82.76,8,17,25,13,10,23,8,9,17,0,0,0,0,0,0,0,0,0,29,36,65,3,3,0,0,0,0,2,0,1,6,14DTV0214Z,27,85.2,81.5,SI,SI,NO,NO,39.1,30.4,13.0,17.4,I,63.6,13.6,9.1,13.6,I
20,AMATITAN,14DPR2741G,R,MATUTINO,MANUEL_LOPEZ_COTILLA,BLANCA_ESMERALDA_FLORES_SANCHEZ,PRIMARIA,38,3,6,3,3,,,,,,,,,,,,81150.04,,,,,,,,,,,,,,,,,,,,,416150.0,,,25.0,CALIENTE,,,,,,,,,0.0,,,,,,MATUTINO,MORELOS_4,15,CHOME,0,0,5,AMATITAN,FEDERALIZADO,GENERAL,0.0,0.0,,75.0,2,5,7,3,4,7,4,1,5,1,4,5,6,6,12,6,2,8,22,22,44,3,3,0,0,0,0,0,1,0,3,14DPR2741G,3,100.0,100.0,SI,SI,NO,NO,,33.3,33.3,33.3,II,,,,100.0,IV
21,AMATITAN,14DPR2300K,R,MATUTINO,EMILIANO_ZAPATA,SANDRA_EDITH_RAMOS_RODRIGUEZ,PRIMARIA,44,3,6,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,CALIENTE,,,,,,,,,,,,,,,MATUTINO,NIAOS_HEROES_7,20,LA_MATA,0,0,5,AMATITAN,FEDERALIZADO,GENERAL,0.0,0.0,,100.0,3,2,5,4,2,6,2,2,4,4,2,6,1,2,3,5,1,6,19,11,30,3,3,0,0,0,0,0,1,0,3,14DPR2300K,7,100.0,100.0,SI,SI,NO,NO,57.1,28.6,14.3,,I,71.4,28.6,,,I
22,AMATITAN,14DPR2888Z,R,MATUTINO,PATRIA,NELIDA_ALICIA_SOLIS_ESTRADA,PRIMARIA,243,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,CALIENTE,,,,,,,,,2.0,,,,,,MATUTINO,HIDALGO,31,SANTIAGUITO,0,0,5,AMATITAN,FEDERALIZADO,GENERAL,0.43,0.43,,100.0,21,17,38,18,16,34,26,15,41,17,17,34,16,24,40,16,17,33,114,106,220,7,7,1,0,0,0,2,0,1,11,14DPR2888Z,35,100.0,100.0,SI,SI,NO,NO,77.1,20.0,2.9,,I,88.6,5.7,5.7,,I
23,AMATITAN,14DTV0295A,R,MATUTINO,JAIME_TORRES_BODET,MARIN_MEDINA_TORRES,SECUNDARIA,40,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,MATUTINO,VIOLETA_10,31,SANTIAGUITO,0,0,5,AMATITAN,FEDERALIZADO,TELESECUNDARIA,5.36,0.0,0.0,100.0,25,19,44,12,15,27,10,11,21,0,0,0,0,0,0,0,0,0,47,45,92,4,4,0,0,0,0,0,1,0,4,14DTV0295A,12,91.7,91.7,SI,SI,NO,NO,81.8,18.2,,,I,90.9,9.1,,,I
24,AMATITAN,14DPR2887A,R,MATUTINO,LAZARO_CARDENAS_DEL_RIO,CLAUDIA_IBETH_CAMBERO_RODRIGUEZ,PRIMARIA,89,4,6,4,4,,296793.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,MATUTINO,EJERCITO_1,39,LA_VILLA_DE_CUERAMBARO,0,0,5,AMATITAN,FEDERALIZADO,GENERAL,0.0,0.0,,100.0,4,7,11,4,7,11,9,4,13,6,6,12,5,7,12,9,9,18,37,40,77,4,4,0,0,0,0,0,1,0,4,14DPR2887A,11,100.0,100.0,SI,SI,NO,NO,36.4,45.5,9.1,9.1,II,36.4,36.4,18.2,9.1,I
25,AMATITAN,14DTV0213A,R,MATUTINO,JOSE_CLEMENTE_OROZCO,JUAN_FLORES_HERMOSILLO,SECUNDARIA,38,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,3.0,,,,,,MATUTINO,JUAREZ_15,35,TEPETATES,0,0,5,AMATITAN,FEDERALIZADO,TELESECUNDARIA,0.0,0.0,0.0,81.82,5,7,12,11,4,15,4,12,16,0,0,0,0,0,0,0,0,0,20,23,43,3,3,0,0,0,0,0,1,0,3,14DTV0213A,9,100.0,100.0,SI,SI,NO,NO,33.3,66.7,,,II,77.8,22.2,,,I
26,AMATITAN,14DPR2151T,R,MATUTINO,ADOLFO_LOPEZ_MATEOS,RAFAEL_ALCANTAR_RUIZ,PRIMARIA,17,1,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,CALIENTE,,,,,,,,,2.0,,,,,,MATUTINO,CONOCIDO,4,AGUA_PRIETA,0,0,5,AMATITAN,FEDERALIZADO,GENERAL,0.0,0.0,,100.0,4,0,4,5,1,6,3,1,4,2,1,3,1,1,2,0,0,0,15,4,19,1,1,0,0,0,0,0,1,0,1,14DPR2151T,1,100.0,100.0,SI,SI,NO,NO,,,100.0,,III,100.0,,,,I
27,AMATITAN,14DPR3026B,R,MATUTINO,XICOTENCATL,ISELA_GUADALUPE_ALVAREZ_ADAME,PRIMARIA,21,1,6,2,1,,,,,,,,,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,20.0,CALIENTE,,,,,,,,,,,,,,,MATUTINO,CONOCIDO,5,EL_AMARILLO,0,0,5,AMATITAN,FEDERALIZADO,GENERAL,10.0,0.0,,100.0,3,3,6,2,0,2,1,2,3,1,3,4,3,1,4,1,0,1,11,9,20,1,1,0,0,0,0,0,1,0,1,14DPR3026B,4,75.0,75.0,SI,SI,NO,NO,66.7,33.3,,,I,100.0,,,,I
28,BOLAÃÂÃÂÃÂÃÂOS,14EPR0184W,R,MATUTINO,ALBERTO_OROZCO_ROMERO,LUZ_MARIA_GONZALEZ_OROZCO,PRIMARIA,144,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,CALIENTE,,,,,,,,,0.0,,,,,,MATUTINO,21_DE_MARZO_2,1,BOLAAOS,0,0,19,BOLAAOS,ESTATAL,GENERAL,0.0,3.57,,100.0,14,21,35,18,14,32,11,12,23,22,14,36,7,16,23,5,15,20,77,92,169,6,6,0,0,0,0,1,0,1,8,14EPR0184W,21,100.0,100.0,SI,SI,NO,NO,19.0,42.9,28.6,9.5,II,19.0,23.8,23.8,33.3,IV
29,BOLAÃÂÃÂÃÂÃÂOS,14DST0091T,R,MATUTINO,ESCUELA_SECUNDARIA_TECNICA_91,SILVIA_MORENO_MORENO,SECUNDARIA,168,12,6,6,6,,,,,,,,,100000.0,30800.0,,,,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,MATUTINO,TECNICA_91,1,BOLAAOS,0,0,19,BOLAAOS,FEDERALIZADO,TECNICA,5.06,13.33,8.0,77.59,21,29,50,29,26,55,28,19,47,0,0,0,0,0,0,0,0,0,78,74,152,11,6,1,1,1,0,6,0,2,19,14DST0091T,35,100.0,100.0,SI,SI,NO,NO,51.4,37.1,11.4,,I,77.1,20.0,2.9,,I
30,BOLAÃÂÃÂÃÂÃÂOS,14DPR1518A,R,MATUTINO,JOSE_MA_MORELOS_Y_PAVON,ROBERTO_ROBLES_DE_SANTIAGO,PRIMARIA,50,3,6,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,CALIENTE,,,,,,,,,,,,,,,MATUTINO,ITURBIDE,50,HUILACATITLAN,0,0,19,BOLAAOS,FEDERALIZADO,GENERAL,0.0,0.0,,100.0,7,1,8,3,10,13,6,4,10,2,2,4,4,4,8,8,4,12,30,25,55,3,3,1,0,0,0,1,0,1,6,14DPR1518A,5,100.0,100.0,SI,SI,NO,NO,60.0,40.0,,,I,80.0,,20.0,,I
