,MUNICIPIO,CLAVE_CT,RESPONSABLE,TURNO,NOMBRE_CT,DIRECTOR,NIVEL,MATRICULA,DOCENTE,GRUPOS,AULAS_EXISTENTES,AULAS_USO,INVERSION_TIEMPO_COMPLETO_2014,INVERSION_TIEMPO_COMPLETO_2015,INVERSION_AULAS_INTERACTIVAS_2015,INVERSION_AULAS_INTERACTIVAS_2014,INVERSION_AULAS_INTERACTIVAS_2013,INVERSION_AULAS_PROVISIONALES_2013,INVERSION_AULAS_PROVISIONALES_2014,INVERSION_AULAS_PROVISIONALES_2015,INVERSION_PEC_2013,INVERSION_PEC_2014,INVERSION_MOBILIARIO,INVERSION_EXCELENCIA_2014,INVERSION_PES_2013,INVERSION_PES_2014,INVERSION_CONIBA_2013,INVERSION_ESCUELA_DIGNA_2013,INVERSION_FONDEN_2013,INVERSION_PROGRAMA_SANA_2013,INVERSION_CONIBA_2014,INVERSION_ESCUELAS_DE_TIEMPO_COMPLETO_2014,INVERSION_ESCUELA_DIGNA_2014,INVERSION_FAEB_2014,INVERSION_FONDEN_2014,INVERSION_INFRAESTRUCTURA_EDUCATIVA_ESTATAL_2014_(RECURSO_2013),INVERSION_PROGRAMA_ESCUELAS_DE_EXCELENCIA_2014,INVERSION_PROGRAMA_SANA_2014,INVERSION_PROGRAMA_CONIBA_2015,INVERSION_ESCUELAS_DE_TIEMPO_COMPLETO_2015_(RECURSO_2014),INVERSION_PROGRAMA_ESCUELA_DIGNA_2015,INVERSION_FAEB_2015,INVERSION_FONDEN_2015,INVERSION_INFRAESTRUCTURA_EDUCATIVA_ESTATAL_2015_(RECURSO_2013),INVERSION_PROGRAMA_ESCUELAS_DE_EXCELENCIA_2015_(RECURSO_2014),INVERSION_PROGRAMA_SANA_2015,OTROS_PROGRAMAS,BENEFICIARIOS_ALIMENTOS_DIF_2014_digit,BENEFICIARIOS_ALIMENTOS_DIF_2014_alimento,AULAS_INTERACTIVAS_OBSERVACION_instalado,AULAS_INTERACTIVAS_OBSERVACION_en_proceso,AULAS_PROVISIONALES_OBSERVACION_aulas,AULAS_PROVISIONALES_OBSERVACION_sustituir_uso_educ,AULAS_PROVISIONALES_OBSERVACION_otro_uso,AULAS_PROVISIONALES_OBSERVACION_sust_2013,AULAS_PROVISIONALES_OBSERVACION_sust_2014,AULAS_PROVISIONALES_OBSERVACION_sust_2015,CONECTIVIDAD_mbs,OBSERVACION_PEC2013_processed,OBSERVACION_PEC2014_processed,OBSERVACION_MOBILIARIO_PIEZAS_processed,OBSERVACION_MOBILIARIO_ALUMNOS_processed,OBSERVACION_MOBILIARIO_MATRICULA_processed,NOM_TURNO,DOMICILIO,LOCALIDAD_INEGI,NOMBRE_LOCALIDAD,COLONIA,NOMBRE_COLONIA,MUNICIPIO_CLAVE_INEGI,NOMBRE_MUNICIPIO,SOSTENIMIENTO,PROGRAMA,DESERCIiN_INTRACURRICULAR,REPROBACIiN,REPROBACIiN__CON_REGULARIZADOS,EFICIENCIA_TERMINAL,HOMBRES_1!,MUJERES_1!,TOTAL_1!,HOMBRES_2!,MUJERES_2!,TOTAL_2!,HOMBRES_3!,MUJERES_3!,TOTAL_3!,HOMBRES_4!,MUJERES_4!,TOTAL_4!,HOMBRES_5!,MUJERES_5!,TOTAL_5!,HOMBRES_6!,MUJERES_6!,TOTAL_6!,HOMBRES_TOTAL,MUJERES_TOTAL,MATRICULA_TOTAL,DOCENTES,GRUPOS_genero,DOCENETE_EDUCACION_FISICA,DOCENTE_ACTIVIDADES_ARTISTICAS,DOCENTE_ACTIVIDADES_TECNONOLOGICAS,DOCENTE_DE_IDIOMAS,PERSONAL_DE_ADMINISTRATIVO_Y_SERVICIOS,DIRECTOR_CON_GRUPO,DIRECTOR_SIN_GRUPO,TOTAL_DE_PERSONAL,CLAVE_DE_LA_ESCUELA,ALUMNOS_PROGRAMADOS_PRUEBA,PORCENTAJE_DE_EVALUADOS_LENGUAJE_Y_COMUNICACIAN,PORCENTAJE_DE_EVALUADOS_MATEMATICAS,LA_PRUEBA_ES_REPRESENTATIVA_LEGUAJE_Y_COMUNICACIAN,LA_PRUEBA_ES_REPRESENTATIVA__MATEMATICAS,INFORMACION_POCO_CONFIABLE_LENGUAJE_Y_COMUNICACIAN,INFORMACION_POCO_CONFIABLE_MATEMATICAS,NIVEL_I_LENGUAJE_Y_COMUNICACIAN_(%),NIVEL_II_LENGUAJE_Y_COMUNICACIAN_(%),NIVEL_III_LENGUAJE_Y_COMUNICACIAN_(%),NIVEL_IV_LENGUAJE_Y_COMUNICACIAN_(%),NIVEL_PREDOMINANTE_LENGUAJE_Y_COMUNICACIAN,NIVEL_I_MATEMATICAS_(%),NIVEL_II_MATEMATICAS_(%),NIVEL_III_MATEMATICAS_(%),NIVEL_IV_MATEMATICAS_(%),NIVEL_PREDOMINANTE_MATEMATICAS
2475,GUADALAJARA,14EPR0447P,R,MATUTINO,OFELIA_SANCHEZ_PLASCENCIA,JOSE_NAVARRO_GUZMAN,PRIMARIA,493,15,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,MATUTINO,GARIBALDI_1555,1,GUADALAJARA,0,0,39,GUADALAJARA,ESTATAL,GENERAL,2.79,0.24,,68.47,28,41,69,34,27,61,35,35,70,34,35,69,32,26,58,44,35,79,207,199,406,12,12,1,0,1,0,3,1,0,17,14EPR0447P,70,100.0,98.6,SI,SI,NO,NO,17.1,37.1,37.1,8.6,II,43.5,27.5,21.7,7.2,I
2476,GUADALAJARA,14EPR0448O,L,VESPERTINO,OFELIA_SANCHEZ_PLASCENCIA,MARIA_ESTELA_PLASCENCIA_FLORES,PRIMARIA,124,6,6,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,VESPERTINO,GARIBALDI_1555,1,GUADALAJARA,0,0,39,GUADALAJARA,ESTATAL,GENERAL,0.79,0.0,,87.5,14,6,20,10,9,19,9,9,18,7,10,17,13,9,22,9,17,26,62,60,122,6,6,1,0,0,0,2,1,0,9,14EPR0448O,21,90.5,90.5,SI,SI,SI,NO,36.8,36.8,15.8,10.5,I,68.4,15.8,5.3,10.5,I
2477,GUADALAJARA,14EPR0555X,R,MATUTINO,BASILIO_VADILLO,MARIA_ELENA_ORTIZ_ARANDA,PRIMARIA,187,9,9,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,MATUTINO,GARIBALDI_21,1,GUADALAJARA,0,0,39,GUADALAJARA,ESTATAL,GENERAL,0.0,1.67,,100.0,13,15,28,14,16,30,16,9,25,14,11,25,17,17,34,20,20,40,94,88,182,8,8,1,0,0,0,1,0,1,11,14EPR0555X,34,97.1,97.1,SI,SI,NO,NO,45.5,27.3,21.2,6.1,I,60.6,12.1,18.2,9.1,I
2478,GUADALAJARA,14EPR0244U,R,MATUTINO,JOSE_PARRES_ARIAS,MARIA_CONCEPCION_ROBLES_AMARAL,PRIMARIA,601,18,18,21,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,MATUTINO,GAZA_1036,1,GUADALAJARA,9089,MIGUEL_HIDALGO,39,GUADALAJARA,ESTATAL,GENERAL,3.2,1.16,,100.0,47,47,94,59,53,112,62,41,103,47,39,86,56,57,113,42,53,95,313,290,603,18,18,0,0,0,0,4,0,1,23,14EPR0244U,70,100.0,98.6,SI,SI,NO,NO,22.9,40.0,31.4,5.7,II,50.7,23.2,15.9,10.1,I
2479,GUADALAJARA,14EPR1210K,L,VESPERTINO,JOSE_PARRES_ARIAS,MARIA_CONCEPCION_ROBLES_AMARAL,PRIMARIA,107,6,6,21,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,VESPERTINO,GAZA_1036,1,GUADALAJARA,9089,MIGUEL_HIDALGO,39,GUADALAJARA,ESTATAL,GENERAL,7.0,3.23,,100.0,7,4,11,15,5,20,9,5,14,7,6,13,8,8,16,6,2,8,52,30,82,5,5,1,0,0,0,1,1,0,7,14EPR1210K,18,88.9,88.9,SI,SI,SI,NO,56.3,25.0,12.5,6.3,I,50.0,18.8,25.0,6.3,I
2480,GUADALAJARA,14EPR0088T,R,MATUTINO,NIAAOS_HEROES,MARIA_EDITH_DEL_TORO_ESPINOZA,PRIMARIA,293,9,9,9,9,,,,,,,,,,,325053.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,0.0,0.0,0.0,MATUTINO,GENARO_VEGA_30,1,GUADALAJARA,9377,HELIODORO_HERNANDEZ_LOZA,39,GUADALAJARA,ESTATAL,GENERAL,0.0,1.81,,86.96,26,16,42,21,29,50,20,11,31,26,33,59,24,21,45,13,19,32,130,129,259,9,9,1,1,0,0,1,0,1,13,14EPR0088T,35,100.0,100.0,SI,SI,NO,NO,45.7,34.3,14.3,5.7,I,68.6,17.1,8.6,5.7,I
2481,GUADALAJARA,14EPR0091G,L,VESPERTINO,NIAAOS_HEROES,LUZ_DEL_CARMEN_LEON_RAMOS,PRIMARIA,194,8,8,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,VESPERTINO,GENARO_VEGA_30,1,GUADALAJARA,9377,HELIODORO_HERNANDEZ_LOZA,39,GUADALAJARA,ESTATAL,GENERAL,6.67,1.1,,71.19,18,15,33,12,13,25,17,9,26,16,10,26,13,15,28,15,15,30,91,77,168,6,6,0,0,0,0,2,0,1,9,14EPR0091G,35,94.3,94.3,SI,SI,NO,NO,51.5,30.3,18.2,,I,78.8,12.1,9.1,,I
2482,GUADALAJARA,14DPR2271F,L,VESPERTINO,AGUSTIN_YAAAEZ,LUIS_DELGADO_ZEPEDA,PRIMARIA,428,15,15,18,15,,,,,,,,,,,,,1913.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,VESPERTINO,GILDARDO_GOMEZ_1320,1,GUADALAJARA,9381,BEATRIZ_HERNANDEZ,39,GUADALAJARA,FEDERALIZADO,GENERAL,0.0,1.02,,84.93,30,31,61,30,33,63,45,32,77,25,25,50,39,33,72,20,30,50,189,184,373,15,15,2,0,0,1,2,0,1,21,14DPR2271F,35,97.1,100.0,SI,SI,SI,SI,44.1,50.0,2.9,2.9,II,82.9,11.4,2.9,2.9,I
2483,GUADALAJARA,14DPR0246T,R,MATUTINO,OBLATOS,BERNABE_LEMUS_VILLAGOMEZ,PRIMARIA,408,13,13,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,MATUTINO,GOMEZ_DE_MENDIOLA_196,1,GUADALAJARA,9064,ZONA_OBLATOS,39,GUADALAJARA,FEDERALIZADO,GENERAL,1.74,1.77,,95.83,31,36,67,37,27,64,27,37,64,31,25,56,37,30,67,28,30,58,191,185,376,12,12,1,0,0,0,2,0,1,16,14DPR0246T,70,95.7,95.7,SI,SI,NO,SI,46.3,41.8,9.0,3.0,I,59.7,14.9,14.9,10.4,I
2484,GUADALAJARA,14DPR0293D,L,VESPERTINO,AGUSTIN_RIVERA,DELIA_GONZALEZ_GUTIERREZ,PRIMARIA,102,6,6,20,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,VESPERTINO,GOMEZ_DE_MENDIOLA_196,1,GUADALAJARA,9064,ZONA_OBLATOS,39,GUADALAJARA,FEDERALIZADO,GENERAL,0.95,1.92,,54.29,13,7,20,12,10,22,14,5,19,10,8,18,4,9,13,7,4,11,60,43,103,6,6,0,0,0,0,2,1,0,8,14DPR0293D,18,88.9,88.9,SI,SI,NO,NO,25.0,43.8,31.3,,II,68.8,6.3,12.5,12.5,I
2485,GUADALAJARA,14EPR0919O,R,MATUTINO,SEBASTIAN_ALLENDE,MARIA_DEL_ROSARIO_JIMENEZ_MARTINEZ,PRIMARIA,437,17,17,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,MATUTINO,GOMEZ_DE_MENDIOLA_585,1,GUADALAJARA,9064,ZONA_OBLATOS,39,GUADALAJARA,ESTATAL,GENERAL,6.18,0.0,,100.0,16,30,46,24,26,50,34,24,58,28,41,69,44,24,68,52,30,82,198,175,373,14,14,1,0,1,0,3,0,1,20,14EPR0919O,70,92.9,92.9,SI,SI,NO,NO,41.5,43.1,15.4,,II,67.7,18.5,12.3,1.5,I
2486,GUADALAJARA,14EPR0406P,L,VESPERTINO,SEBASTIAN_ALLENDE,SILVIA_TERESA_ALVAREZ_PINEDA,PRIMARIA,117,7,7,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,VESPERTINO,GOMEZ_DE_MENDIOLA_585,1,GUADALAJARA,9064,ZONA_OBLATOS,39,GUADALAJARA,ESTATAL,GENERAL,3.45,2.68,,82.61,0,0,0,8,10,18,4,3,7,8,7,15,7,6,13,9,9,18,36,35,71,4,4,1,0,0,0,2,0,1,8,14EPR0406P,17,82.4,88.2,SI,SI,NO,NO,64.3,35.7,,,I,66.7,20.0,13.3,,I
2487,GUADALAJARA,14DPR2054R,R,MATUTINO,FRANCISCO_VILLA,MA._GAUDALUPE_CERVANTES_FARIAS,PRIMARIA,448,14,14,14,14,,,,,,,,,,,569547.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,0.0,0.0,0.0,MATUTINO,GONDOLA_301,1,GUADALAJARA,9325,VALLE_DEL_ALAMO,39,GUADALAJARA,FEDERALIZADO,GENERAL,1.98,0.67,,90.91,43,35,78,35,36,71,45,41,86,41,32,73,38,34,72,36,35,71,238,213,451,13,13,1,0,0,0,1,0,1,16,14DPR2054R,35,100.0,100.0,SI,SI,NO,NO,60.0,25.7,11.4,2.9,I,68.6,22.9,2.9,5.7,I
2488,GUADALAJARA,14DPR0369C,L,VESPERTINO,FRANCISCO_VILLA,MARIA_IVONNE_ESTELA_HERNANDEZ_JARA,PRIMARIA,186,9,9,15,9,,,,,,,,,,,,,,,,895144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,VESPERTINO,GONDOLA_301,1,GUADALAJARA,9325,VALLE_DEL_ALAMO,39,GUADALAJARA,FEDERALIZADO,GENERAL,0.0,0.0,,87.1,19,18,37,15,12,27,16,7,23,17,21,38,20,14,34,12,19,31,99,91,190,9,9,1,0,0,0,1,0,1,12,14DPR0369C,26,88.5,84.6,SI,SI,NO,NO,34.8,43.5,13.0,8.7,II,54.5,9.1,13.6,22.7,I
2489,GUADALAJARA,14EPR0296Z,R,MATUTINO,MANUEL_M_DIEGUEZ,RAMON_ROSAS_GARCIA,PRIMARIA,468,17,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,1239733.89,,,,,,,,,,,,,,,,,,,,12.0,,,,,,MATUTINO,GONZALEZ_ORTEGA_319,1,GUADALAJARA,9000,GUADALAJARA,39,GUADALAJARA,ESTATAL,GENERAL,2.96,0.0,,73.74,44,25,69,33,30,63,41,35,76,36,38,74,31,42,73,29,33,62,214,203,417,13,13,1,1,0,1,4,0,1,21,14EPR0296Z,70,95.7,100.0,SI,SI,SI,SI,31.3,35.8,26.9,6.0,II,44.3,18.6,25.7,11.4,I
2490,GUADALAJARA,14EPR0297Z,L,VESPERTINO,MANUEL_M_DIEGUEZ,FRANCISCO_LOMELI_JIMENEZ,PRIMARIA,187,8,8,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,VESPERTINO,GONZALEZ_ORTEGA_319,1,GUADALAJARA,9000,GUADALAJARA,39,GUADALAJARA,ESTATAL,GENERAL,0.0,0.67,,100.0,14,11,25,16,8,24,7,11,18,17,10,27,13,13,26,19,17,36,86,70,156,7,7,1,0,0,0,4,0,1,13,14EPR0297Z,24,91.7,91.7,SI,SI,SI,SI,50.0,31.8,18.2,,I,50.0,40.9,9.1,,I
2491,GUADALAJARA,14DPR0252D,R,MATUTINO,NIAAO_ARTILLERO,MONICA_MARIA_ANAYA_ACUAAA,PRIMARIA,553,18,18,18,18,,,,,,,,,90000.0,,651609.87,,,,,,,,,,952379.1,,,,,,,,,,,,,,,45.0,CALIENTE,,,,,,,,,12.0,0.0,,0.0,0.0,0.0,MATUTINO,GORRION,1,GUADALAJARA,9371,8_DE_JULIO,39,GUADALAJARA,FEDERALIZADO,GENERAL,0.94,0.0,,92.63,52,43,95,43,39,82,46,40,86,56,34,90,55,47,102,42,35,77,294,238,532,18,18,3,0,0,0,3,0,1,25,14DPR0252D,70,91.4,100.0,SI,SI,NO,NO,43.8,45.3,10.9,,II,72.9,11.4,12.9,2.9,I
2492,GUADALAJARA,14DPR0239J,L,VESPERTINO,PEDRO_MORENO,MONICA_MARIA_ANAYA_ACUAAA,PRIMARIA,117,6,6,6,6,,,,,,,,,80000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,,,,,VESPERTINO,GORRION,1,GUADALAJARA,9371,8_DE_JULIO,39,GUADALAJARA,FEDERALIZADO,GENERAL,0.0,0.0,,100.0,16,11,27,8,9,17,11,7,18,14,8,22,14,9,23,9,11,20,72,55,127,6,6,0,0,0,0,1,0,1,8,14DPR0239J,15,80.0,100.0,SI,SI,NO,NO,58.3,33.3,8.3,,I,73.3,20.0,6.7,,I
2493,GUADALAJARA,14EPR1397E,R,MATUTINO,ELENO_GARCIA_RAMOS,DELIA_JIMENEZ_RODRIGUEZ,PRIMARIA,641,18,18,18,18,,,,,,,,,,,,,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,MATUTINO,HACIENDA_CIENEGA_DE_MATA_2765,1,GUADALAJARA,9027,TETLAN_RIO_VERDE,39,GUADALAJARA,ESTATAL,GENERAL,0.65,1.14,,95.69,57,60,117,48,43,91,53,43,96,55,53,108,50,56,106,50,48,98,313,303,616,18,18,5,0,0,0,4,0,1,28,14EPR1397E,70,97.1,100.0,SI,SI,NO,NO,50.0,30.9,17.6,1.5,I,70.0,11.4,11.4,7.1,I
2494,GUADALAJARA,14EPR1394H,L,VESPERTINO,ELENO_GARCIA_RAMOS,ISELA_CASTELLANOS_BARRAGAN,PRIMARIA,358,14,14,18,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,VESPERTINO,HACIENDA_CIENEGA_DE_MATA_2765,1,GUADALAJARA,9027,TETLAN_RIO_VERDE,39,GUADALAJARA,ESTATAL,GENERAL,0.0,0.6,,88.46,23,24,47,28,12,40,30,20,50,29,23,52,29,20,49,31,29,60,170,128,298,12,12,1,1,0,0,2,0,1,17,14EPR1394H,35,100.0,100.0,SI,SI,NO,NO,62.9,31.4,5.7,,I,71.4,14.3,14.3,,I
2495,GUADALAJARA,14EES0035H,R,MATUTINO,JAIME_TORRES_BODET,YOLANDA_RUANO_RUANO,SECUNDARIA,416,21,9,9,9,,,,,,,,,,,373470.16,,1913.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,0.0,0.0,0.0,MATUTINO,SAN_IGANCIO_2716,1,GUADALAJARA,9116,LA_FEDERACHA,39,GUADALAJARA,ESTATAL,GENERAL,2.64,1.36,0.0,100.0,82,66,148,77,81,158,71,73,144,0,0,0,0,0,0,0,0,0,230,220,450,24,9,0,0,0,0,14,0,1,39,14EES0035H,70,91.4,78.6,SI,SI,NO,NO,28.1,48.4,20.3,3.1,II,65.5,32.7,1.8,,I
2496,GUADALAJARA,14EES0035H,L,VESPERTINO,JAIME_TORRES_BODET,YOLANDA_RUANO_RUANO,SECUNDARIA,269,23,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,VESPERTINO,SAN_IGANCIO_2716,1,GUADALAJARA,9116,LA_FEDERACHA,39,GUADALAJARA,ESTATAL,GENERAL,7.93,0.0,0.0,73.45,49,48,97,67,48,115,39,40,79,0,0,0,0,0,0,0,0,0,155,136,291,21,8,0,0,0,0,13,0,1,35,14EES0035H,70,77.1,82.9,SI,SI,NO,NO,44.4,37.0,16.7,1.9,I,67.2,29.3,3.4,,I
2497,GUADALAJARA,14EPR1026N,R,MATUTINO,HEROICO_COLEGIO_MILITAR,JORGE_MONTEON_GONZALEZ,PRIMARIA,248,10,10,14,10,,,,,,,,,,,252723.96,,1043.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,0.0,0.0,0.0,MATUTINO,HACIENDA_DE_GUADALUPE_1227,1,GUADALAJARA,9454,SANTA_ROSA_OBLATOS,39,GUADALAJARA,ESTATAL,GENERAL,0.0,0.0,,72.0,16,16,32,16,14,30,15,12,27,15,16,31,16,13,29,18,23,41,96,94,190,7,7,0,0,0,0,2,0,1,10,14EPR1026N,35,100.0,94.3,SI,SI,SI,SI,17.1,51.4,20.0,11.4,II,36.4,33.3,21.2,9.1,I
2498,GUADALAJARA,14EPR1017F,L,VESPERTINO,HEROICO_COLEGIO_MILITAR,OSCAR_LOPEZ_CARDENAS,PRIMARIA,109,6,6,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,VESPERTINO,HACIENDA_DE_GUADALUPE_1227,1,GUADALAJARA,9454,SANTA_ROSA_OBLATOS,39,GUADALAJARA,ESTATAL,GENERAL,9.28,0.0,,76.47,0,0,0,5,4,9,6,4,10,7,7,14,7,3,10,6,4,10,31,22,53,4,4,0,0,0,0,2,1,0,6,14EPR1017F,16,62.5,68.8,SI,SI,NO,NO,50.0,40.0,10.0,,I,63.6,27.3,9.1,,I
2499,GUADALAJARA,14DPR0261L,L,VESPERTINO,JOSE_LUIS_ARREGUI,MARIA_ROSALIA_FIGUEROA_ZEPEDA,PRIMARIA,168,10,10,18,10,,,,,,,,,,,,,1043.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,VESPERTINO,HACIENDA_DE_LA_CAMPANA,1,GUADALAJARA,9417,OBLATOS,39,GUADALAJARA,FEDERALIZADO,GENERAL,8.61,0.0,,96.0,10,14,24,14,12,26,10,11,21,9,12,21,13,10,23,16,16,32,72,75,147,8,8,0,0,0,0,1,0,1,10,14DPR0261L,24,75.0,95.8,SI,SI,NO,NO,61.1,38.9,,,I,82.6,17.4,,,I
2500,GUADALAJARA,14DES0083S,L,VESPERTINO,SIMON_BOLIVAR,CARLOS_ANDRADE_MONTEON,SECUNDARIA,667,20,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,VESPERTINO,HACIENDA_DE_TALA_3255,1,GUADALAJARA,9419,ARANDAS,39,GUADALAJARA,FEDERALIZADO,GENERAL,3.21,16.74,11.92,71.75,103,119,222,112,118,230,98,112,210,0,0,0,0,0,0,0,0,0,313,349,662,21,18,1,2,2,0,17,0,1,39,14DES0083S,70,91.4,81.4,SI,SI,NO,NO,31.3,57.8,4.7,6.3,II,70.2,21.1,5.3,3.5,I
2501,GUADALAJARA,14EES0535C,R,MATUTINO,IDOLINA_GAONA_DE_COSIO,FRANCISCO_PADILLA_ACEVES,SECUNDARIA,253,26,9,9,9,,,,,,,,,90000.0,75300.0,247840.16,,1913.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,0.0,0.0,0.0,0.0,MATUTINO,HACIENDA_LA_CALERA_2933,1,GUADALAJARA,9348,UNIDAD_RIO_VERDE,39,GUADALAJARA,ESTATAL,GENERAL,1.76,17.2,8.96,85.23,60,77,137,55,54,109,41,53,94,0,0,0,0,0,0,0,0,0,156,184,340,27,9,1,2,1,0,19,1,0,46,14EES0535C,70,77.1,78.6,SI,SI,NO,NO,33.3,51.9,14.8,,II,72.7,23.6,1.8,1.8,I
2502,GUADALAJARA,14EES0535C,L,VESPERTINO,IDOLINA_GAONA_DE_COSIO,FRANCISCO_PADILLA_ACEVES,SECUNDARIA,217,27,8,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,VESPERTINO,HACIENDA_LA_CALERA_2933,1,GUADALAJARA,9348,UNIDAD_RIO_VERDE,39,GUADALAJARA,ESTATAL,GENERAL,0.0,18.31,13.38,100.0,51,48,99,61,46,107,53,34,87,0,0,0,0,0,0,0,0,0,165,128,293,25,9,1,1,3,0,17,0,1,43,14EES0535C,70,71.4,67.1,SI,SI,NO,NO,16.0,70.0,12.0,2.0,II,76.6,17.0,4.3,2.1,I
2503,GUADALAJARA,14EPR0943O,R,MATUTINO,RITA_PEREZ_DE_MORENO,YOLANDA_MAGALLANES_RODRIGUEZ,PRIMARIA,467,15,15,20,15,,,,,,,,,,,513165.65,,1913.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,0.0,0.0,0.0,MATUTINO,HACIENDA_LACROIX_2425,1,GUADALAJARA,9417,OBLATOS,39,GUADALAJARA,ESTATAL,GENERAL,1.16,0.0,,78.38,34,30,64,21,36,57,36,37,73,24,33,57,33,41,74,43,47,90,191,224,415,14,14,1,1,0,0,3,0,1,20,14EPR0943O,70,94.3,94.3,SI,SI,NO,NO,50.0,22.7,25.8,1.5,I,62.1,21.2,15.2,1.5,I
2504,GUADALAJARA,14EPR1081G,L,VESPERTINO,RITA_PEREZ_DE_MORENO,FELIPE_DE_JESUS_EGUIARTE_DE_LA_TORRE,PRIMARIA,135,7,7,12,7,,,,,,,,,,,,,,,,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,VESPERTINO,HACIENDA_LACROIX_2425,1,GUADALAJARA,9417,OBLATOS,39,GUADALAJARA,ESTATAL,GENERAL,0.0,0.0,,67.65,9,13,22,12,13,25,11,9,20,9,9,18,15,11,26,9,3,12,65,58,123,6,6,1,0,1,0,1,0,1,10,14EPR1081G,23,95.7,91.3,SI,SI,NO,NO,45.5,40.9,13.6,,I,61.9,33.3,,4.8,I
2505,GUADALAJARA,14EPR0173Q,R,MATUTINO,TOMAS_ESCOBEDO,LUIS_ENRIQUE_LEAAAO_FLORES,PRIMARIA,532,16,16,16,16,,,,,,,,,,,645950.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,0.0,0.0,0.0,MATUTINO,HACIENDA_LOS_BELENES_2000,1,GUADALAJARA,9417,OBLATOS,39,GUADALAJARA,ESTATAL,GENERAL,1.83,0.56,,81.13,53,52,105,34,41,75,46,51,97,36,38,74,59,51,110,46,62,108,274,295,569,16,16,1,2,0,2,4,0,1,26,14EPR0173Q,70,100.0,100.0,SI,SI,NO,NO,27.1,42.9,22.9,7.1,II,45.7,25.7,18.6,10.0,I
2506,GUADALAJARA,14EPR0174P,L,VESPERTINO,BEATRIZ_SANABRIA_AGUILA,AURORA_PAREDES_HERNANDEZ,PRIMARIA,241,10,10,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,VESPERTINO,HACIENDA_LOS_BELENES_2000,1,GUADALAJARA,9417,OBLATOS,39,GUADALAJARA,ESTATAL,GENERAL,6.73,0.0,,69.23,15,4,19,17,12,29,13,16,29,12,23,35,16,23,39,16,19,35,89,97,186,6,6,0,0,0,0,3,0,1,10,14EPR0174P,35,94.3,88.6,SI,SI,SI,NO,42.4,27.3,24.2,6.1,I,58.1,29.0,6.5,6.5,I
